"","TipLabels_Data","Date"
"A/England/166/2015--EPI_ISL_186614--A_/_H3N2--02/12/2015","A/England/166/2015--EPI_ISL_186614--A_/_H3N2--02/12/2015","02/12/2015"
"A/Norway/0115/2015--EPI_ISL_172401--A_/_H3N2--01/03/2015","A/Norway/0115/2015--EPI_ISL_172401--A_/_H3N2--01/03/2015","01/03/2015"
"A/Sweden/12/2015--EPI_ISL_174023--A_/_H3N2--02/15/2015","A/Sweden/12/2015--EPI_ISL_174023--A_/_H3N2--02/15/2015","02/15/2015"
"A/Karlstad/3/2015--EPI_ISL_177688--A_/_H3N2--04/03/2015","A/Karlstad/3/2015--EPI_ISL_177688--A_/_H3N2--04/03/2015","04/03/2015"
"A/Stockholm/28/2014--EPI_ISL_169258--A_/_H3N2--12/02/2014","A/Stockholm/28/2014--EPI_ISL_169258--A_/_H3N2--12/02/2014","12/02/2014"
"A/Sweden/17/2015--EPI_ISL_177078--A_/_H3N2--03/05/2015","A/Sweden/17/2015--EPI_ISL_177078--A_/_H3N2--03/05/2015","03/05/2015"
"A/Sweden/16/2015--EPI_ISL_177077--A_/_H3N2--03/05/2015","A/Sweden/16/2015--EPI_ISL_177077--A_/_H3N2--03/05/2015","03/05/2015"
"A/Stockholm/28/2014--EPI_ISL_191806--A_/_H3N2--12/02/2014","A/Stockholm/28/2014--EPI_ISL_191806--A_/_H3N2--12/02/2014","12/02/2014"
"A/Sweden/16/2015--EPI_ISL_191820--A_/_H3N2--03/05/2015","A/Sweden/16/2015--EPI_ISL_191820--A_/_H3N2--03/05/2015","03/05/2015"
"A/Stockholm/19/2015--EPI_ISL_177070--A_/_H3N2--02/25/2015","A/Stockholm/19/2015--EPI_ISL_177070--A_/_H3N2--02/25/2015","02/25/2015"
"A/Stockholm/19/2015--EPI_ISL_191804--A_/_H3N2--02/25/2015","A/Stockholm/19/2015--EPI_ISL_191804--A_/_H3N2--02/25/2015","02/25/2015"
"A/England/558/2014--EPI_ISL_188815--A_/_H3N2--12/23/2014","A/England/558/2014--EPI_ISL_188815--A_/_H3N2--12/23/2014","12/23/2014"
"A/ENG/45160093/2014--EPI_ISL_192204--A_/_H3N2--12/17/2014","A/ENG/45160093/2014--EPI_ISL_192204--A_/_H3N2--12/17/2014","12/17/2014"
"A/England/17/2015--EPI_ISL_175013--A_/_H3N2--01/02/2015","A/England/17/2015--EPI_ISL_175013--A_/_H3N2--01/02/2015","01/02/2015"
"A/England/527/2014--EPI_ISL_170285--A_/_H3N2--11/18/2014","A/England/527/2014--EPI_ISL_170285--A_/_H3N2--11/18/2014","11/18/2014"
"A/ENG/623/2014--EPI_ISL_192232--A_/_H3N2--12/30/2014","A/ENG/623/2014--EPI_ISL_192232--A_/_H3N2--12/30/2014","12/30/2014"
"A/England/575/2014--EPI_ISL_188811--A_/_H3N2--12/22/2014","A/England/575/2014--EPI_ISL_188811--A_/_H3N2--12/22/2014","12/22/2014"
"A/Castilla_La_Mancha/526/2015--EPI_ISL_203016--A_/_H3N2--01/22/2015","A/Castilla_La_Mancha/526/2015--EPI_ISL_203016--A_/_H3N2--01/22/2015","01/22/2015"
"A/Norway/0144/2015--EPI_ISL_172404--A_/_H3N2--01/03/2015","A/Norway/0144/2015--EPI_ISL_172404--A_/_H3N2--01/03/2015","01/03/2015"
"A/Norway/2326/2015--EPI_ISL_196607--A_/_H3N2--05/10/2015","A/Norway/2326/2015--EPI_ISL_196607--A_/_H3N2--05/10/2015","05/10/2015"
"A/Alberta/RV3588/2014--EPI_ISL_171397--A_/_H3N2--11/18/2014","A/Alberta/RV3588/2014--EPI_ISL_171397--A_/_H3N2--11/18/2014","11/18/2014"
"A/St_Petersburg/22/2015--EPI_ISL_192167--A_/_H3N2--01/26/2015","A/St_Petersburg/22/2015--EPI_ISL_192167--A_/_H3N2--01/26/2015","01/26/2015"
"A/Victoria/5025/2014--EPI_ISL_192807--A_/_H3N2--09/01/2014","A/Victoria/5025/2014--EPI_ISL_192807--A_/_H3N2--09/01/2014","09/01/2014"
"A/Victoria/5025/2014--EPI_ISL_288814--A_/_H3N2--09/01/2014","A/Victoria/5025/2014--EPI_ISL_288814--A_/_H3N2--09/01/2014","09/01/2014"
"A/Victoria/5054/2014--EPI_ISL_192812--A_/_H3N2--09/16/2014","A/Victoria/5054/2014--EPI_ISL_192812--A_/_H3N2--09/16/2014","09/16/2014"
"A/Victoria/5054/2014--EPI_ISL_288181--A_/_H3N2--09/16/2014","A/Victoria/5054/2014--EPI_ISL_288181--A_/_H3N2--09/16/2014","09/16/2014"
"A/Sydney/1005/2014--EPI_ISL_192770--A_/_H3N2--07/28/2014","A/Sydney/1005/2014--EPI_ISL_192770--A_/_H3N2--07/28/2014","07/28/2014"
"A/Townsville/101/2014--EPI_ISL_171779--A_/_H3N2--10/01/2014","A/Townsville/101/2014--EPI_ISL_171779--A_/_H3N2--10/01/2014","10/01/2014"
"A/Townsville/107/2014--EPI_ISL_171780--A_/_H3N2--10/20/2014","A/Townsville/107/2014--EPI_ISL_171780--A_/_H3N2--10/20/2014","10/20/2014"
"A/England/564/2014--EPI_ISL_188825--A_/_H3N2--12/23/2014","A/England/564/2014--EPI_ISL_188825--A_/_H3N2--12/23/2014","12/23/2014"
"A/Bourgogne/2295/2014--EPI_ISL_172341--A_/_H3N2--12/15/2014","A/Bourgogne/2295/2014--EPI_ISL_172341--A_/_H3N2--12/15/2014","12/15/2014"
"A/Bourgogne/2295/2014--EPI_ISL_170011--A_/_H3N2--12/15/2014","A/Bourgogne/2295/2014--EPI_ISL_170011--A_/_H3N2--12/15/2014","12/15/2014"
"A/England/44320793/2014--EPI_ISL_188754--A_/_H3N2--10/16/2014","A/England/44320793/2014--EPI_ISL_188754--A_/_H3N2--10/16/2014","10/16/2014"
"A/Victoria/5043/2014--EPI_ISL_192809--A_/_H3N2--09/09/2014","A/Victoria/5043/2014--EPI_ISL_192809--A_/_H3N2--09/09/2014","09/09/2014"
"A/Victoria/5053/2014--EPI_ISL_192811--A_/_H3N2--09/15/2014","A/Victoria/5053/2014--EPI_ISL_192811--A_/_H3N2--09/15/2014","09/15/2014"
"A/Victoria/4094/2014--EPI_ISL_171781--A_/_H3N2--11/06/2014","A/Victoria/4094/2014--EPI_ISL_171781--A_/_H3N2--11/06/2014","11/06/2014"
"A/Tasmania/122/2014--EPI_ISL_288183--A_/_H3N2--09/05/2014","A/Tasmania/122/2014--EPI_ISL_288183--A_/_H3N2--09/05/2014","09/05/2014"
"A/Victoria/528/2014--EPI_ISL_288194--A_/_H3N2--07/17/2014","A/Victoria/528/2014--EPI_ISL_288194--A_/_H3N2--07/17/2014","07/17/2014"
"A/Sydney/306/2014--EPI_ISL_171816--A_/_H3N2--08/11/2014","A/Sydney/306/2014--EPI_ISL_171816--A_/_H3N2--08/11/2014","08/11/2014"
"A/Sydney/1005/2014--EPI_ISL_288200--A_/_H3N2--07/28/2014","A/Sydney/1005/2014--EPI_ISL_288200--A_/_H3N2--07/28/2014","07/28/2014"
"A/Belgium/G589/2014--EPI_ISL_170271--A_/_H3N2--10/22/2014","A/Belgium/G589/2014--EPI_ISL_170271--A_/_H3N2--10/22/2014","10/22/2014"
"A/Victoria/5076/2014--EPI_ISL_171785--A_/_H3N2--10/27/2014","A/Victoria/5076/2014--EPI_ISL_171785--A_/_H3N2--10/27/2014","10/27/2014"
"A/Victoria/5076/2014--EPI_ISL_288174--A_/_H3N2--10/27/2014","A/Victoria/5076/2014--EPI_ISL_288174--A_/_H3N2--10/27/2014","10/27/2014"
"A/Victoria/115/2014--EPI_ISL_192781--A_/_H3N2--08/12/2014","A/Victoria/115/2014--EPI_ISL_192781--A_/_H3N2--08/12/2014","08/12/2014"
"A/Victoria/115/2014--EPI_ISL_288158--A_/_H3N2--08/12/2014","A/Victoria/115/2014--EPI_ISL_288158--A_/_H3N2--08/12/2014","08/12/2014"
"A/Victoria/5071/2014--EPI_ISL_192819--A_/_H3N2--10/03/2014","A/Victoria/5071/2014--EPI_ISL_192819--A_/_H3N2--10/03/2014","10/03/2014"
"A/Victoria/5071/2014--EPI_ISL_288170--A_/_H3N2--10/03/2014","A/Victoria/5071/2014--EPI_ISL_288170--A_/_H3N2--10/03/2014","10/03/2014"
"A/Newcastle/22/2014--EPI_ISL_288218--A_/_H3N2--06/16/2014","A/Newcastle/22/2014--EPI_ISL_288218--A_/_H3N2--06/16/2014","06/16/2014"
"A/Montana/14/2014--EPI_ISL_169097--A_/_H3N2--10/28/2014","A/Montana/14/2014--EPI_ISL_169097--A_/_H3N2--10/28/2014","10/28/2014"
"A/Norway/3104/2014--EPI_ISL_170324--A_/_H3N2--12/06/2014","A/Norway/3104/2014--EPI_ISL_170324--A_/_H3N2--12/06/2014","12/06/2014"
"A/Montana/27/2014--EPI_ISL_251033--A_/_H3N2--12/09/2014","A/Montana/27/2014--EPI_ISL_251033--A_/_H3N2--12/09/2014","12/09/2014"
"A/Montana/12/2014--EPI_ISL_173850--A_/_H3N2--10/24/2014","A/Montana/12/2014--EPI_ISL_173850--A_/_H3N2--10/24/2014","10/24/2014"
"A/Montana/27/2014--EPI_ISL_170722--A_/_H3N2--12/09/2014","A/Montana/27/2014--EPI_ISL_170722--A_/_H3N2--12/09/2014","12/09/2014"
"A/Washington/52/2014--EPI_ISL_172756--A_/_H3N2--12/15/2014","A/Washington/52/2014--EPI_ISL_172756--A_/_H3N2--12/15/2014","12/15/2014"
"A/Montana/14/2014--EPI_ISL_250211--A_/_H3N2--10/28/2014","A/Montana/14/2014--EPI_ISL_250211--A_/_H3N2--10/28/2014","10/28/2014"
"A/Montana/12/2014--EPI_ISL_168100--A_/_H3N2--10/24/2014","A/Montana/12/2014--EPI_ISL_168100--A_/_H3N2--10/24/2014","10/24/2014"
"A/Norway/3293/2014--EPI_ISL_172411--A_/_H3N2--12/30/2014","A/Norway/3293/2014--EPI_ISL_172411--A_/_H3N2--12/30/2014","12/30/2014"
"A/Norway/3229/2014--EPI_ISL_172409--A_/_H3N2--12/28/2014","A/Norway/3229/2014--EPI_ISL_172409--A_/_H3N2--12/28/2014","12/28/2014"
"A/Montana/20/2014--EPI_ISL_169475--A_/_H3N2--11/11/2014","A/Montana/20/2014--EPI_ISL_169475--A_/_H3N2--11/11/2014","11/11/2014"
"A/Montana/20/2014--EPI_ISL_250335--A_/_H3N2--11/11/2014","A/Montana/20/2014--EPI_ISL_250335--A_/_H3N2--11/11/2014","11/11/2014"
"A/Montana/21/2014--EPI_ISL_170703--A_/_H3N2--11/11/2014","A/Montana/21/2014--EPI_ISL_170703--A_/_H3N2--11/11/2014","11/11/2014"
"A/Montana/06/2015--EPI_ISL_177532--A_/_H3N2--01/28/2015","A/Montana/06/2015--EPI_ISL_177532--A_/_H3N2--01/28/2015","01/28/2015"
"A/Montana/10/2015--EPI_ISL_194151--A_/_H3N2--01/26/2015","A/Montana/10/2015--EPI_ISL_194151--A_/_H3N2--01/26/2015","01/26/2015"
"A/Montana/26/2014--EPI_ISL_170734--A_/_H3N2--12/08/2014","A/Montana/26/2014--EPI_ISL_170734--A_/_H3N2--12/08/2014","12/08/2014"
"A/Montana/26/2014--EPI_ISL_251032--A_/_H3N2--12/08/2014","A/Montana/26/2014--EPI_ISL_251032--A_/_H3N2--12/08/2014","12/08/2014"
"A/Montana/20/2014--EPI_ISL_340415--A_/_H3N2--11/11/2014","A/Montana/20/2014--EPI_ISL_340415--A_/_H3N2--11/11/2014","11/11/2014"
"A/Brisbane/349/2014--EPI_ISL_171767--A_/_H3N2--10/20/2014","A/Brisbane/349/2014--EPI_ISL_171767--A_/_H3N2--10/20/2014","10/20/2014"
"A/Victoria/5059/2014--EPI_ISL_192814--A_/_H3N2--09/18/2014","A/Victoria/5059/2014--EPI_ISL_192814--A_/_H3N2--09/18/2014","09/18/2014"
"A/Victoria/5065/2014--EPI_ISL_192818--A_/_H3N2--09/24/2014","A/Victoria/5065/2014--EPI_ISL_192818--A_/_H3N2--09/24/2014","09/24/2014"
"A/Victoria/5065/2014--EPI_ISL_288168--A_/_H3N2--09/24/2014","A/Victoria/5065/2014--EPI_ISL_288168--A_/_H3N2--09/24/2014","09/24/2014"
"A/SYDNEY/1004/2014--EPI_ISL_168923--A_/_H3N2--07/25/2014","A/SYDNEY/1004/2014--EPI_ISL_168923--A_/_H3N2--07/25/2014","07/25/2014"
"A/Sydney/1004/2014--EPI_ISL_288187--A_/_H3N2--07/25/2014","A/Sydney/1004/2014--EPI_ISL_288187--A_/_H3N2--07/25/2014","07/25/2014"
"A/Newcastle/25/2014--EPI_ISL_288201--A_/_H3N2--05/04/2014","A/Newcastle/25/2014--EPI_ISL_288201--A_/_H3N2--05/04/2014","05/04/2014"
"A/NEWCASTLE/25/2014--EPI_ISL_164980--A_/_H3N2--05/04/2014","A/NEWCASTLE/25/2014--EPI_ISL_164980--A_/_H3N2--05/04/2014","05/04/2014"
"A/SOUTH_AUCKLAND/023/2014--EPI_ISL_168914--A_/_H3N2--07/21/2014","A/SOUTH_AUCKLAND/023/2014--EPI_ISL_168914--A_/_H3N2--07/21/2014","07/21/2014"
"A/NEWCASTLE/63/2014--EPI_ISL_168908--A_/_H3N2--08/06/2014","A/NEWCASTLE/63/2014--EPI_ISL_168908--A_/_H3N2--08/06/2014","08/06/2014"
"A/Newcastle/63/2014--EPI_ISL_288188--A_/_H3N2--08/06/2014","A/Newcastle/63/2014--EPI_ISL_288188--A_/_H3N2--08/06/2014","08/06/2014"
"A/Ireland/22350/2014--EPI_ISL_164232--A_/_H3N2--04/07/2014","A/Ireland/22350/2014--EPI_ISL_164232--A_/_H3N2--04/07/2014","04/07/2014"
"A/Oman/3676/2014--EPI_ISL_168985--A_/_H3N2--06/20/2014","A/Oman/3676/2014--EPI_ISL_168985--A_/_H3N2--06/20/2014","06/20/2014"
"A/Belgium/13G1319/2013--EPI_ISL_154740--A_/_H3N2--12/12/2013","A/Belgium/13G1319/2013--EPI_ISL_154740--A_/_H3N2--12/12/2013","12/12/2013"
"A/Nepal/1474A/2013--EPI_ISL_176592--A_/_H3N2--08/18/2013","A/Nepal/1474A/2013--EPI_ISL_176592--A_/_H3N2--08/18/2013","08/18/2013"
"A/Nepal/947/2013--EPI_ISL_174832--A_/_H3N2--07/09/2013","A/Nepal/947/2013--EPI_ISL_174832--A_/_H3N2--07/09/2013","07/09/2013"
"A/Rheinland-Pfalz/2/2014--EPI_ISL_155913--A_/_H3N2--01/14/2014","A/Rheinland-Pfalz/2/2014--EPI_ISL_155913--A_/_H3N2--01/14/2014","01/14/2014"
"A/Missouri/05/2013--EPI_ISL_145672--A_/_H3N2--08/14/2013","A/Missouri/05/2013--EPI_ISL_145672--A_/_H3N2--08/14/2013","08/14/2013"
"A/Nepal/870/2013--EPI_ISL_173980--A_/_H3N2--07/04/2013","A/Nepal/870/2013--EPI_ISL_173980--A_/_H3N2--07/04/2013","07/04/2013"
"A/OSAKA/37/2013--EPI_ISL_153046--A_/_H3N2--09/09/2013","A/OSAKA/37/2013--EPI_ISL_153046--A_/_H3N2--09/09/2013","09/09/2013"
"A/Bulgaria/127/2014--EPI_ISL_162095--A_/_H3N2--01/14/2014","A/Bulgaria/127/2014--EPI_ISL_162095--A_/_H3N2--01/14/2014","01/14/2014"
"A/Nepal/954B/2013--EPI_ISL_174838--A_/_H3N2--07/10/2013","A/Nepal/954B/2013--EPI_ISL_174838--A_/_H3N2--07/10/2013","07/10/2013"
"A/Nepal/938/2013--EPI_ISL_174827--A_/_H3N2--07/08/2013","A/Nepal/938/2013--EPI_ISL_174827--A_/_H3N2--07/08/2013","07/08/2013"
"A/Nepal/952B/2013--EPI_ISL_174836--A_/_H3N2--07/10/2013","A/Nepal/952B/2013--EPI_ISL_174836--A_/_H3N2--07/10/2013","07/10/2013"
"A/Nepal/951B/2013--EPI_ISL_174835--A_/_H3N2--07/10/2013","A/Nepal/951B/2013--EPI_ISL_174835--A_/_H3N2--07/10/2013","07/10/2013"
"A/Delaware/10/2013--EPI_ISL_151800--A_/_H3N2--10/23/2013","A/Delaware/10/2013--EPI_ISL_151800--A_/_H3N2--10/23/2013","10/23/2013"
"A/Iran/92172/2014--EPI_ISL_252505--A_/_H3N2--12/05/2014","A/Iran/92172/2014--EPI_ISL_252505--A_/_H3N2--12/05/2014","12/05/2014"
"A/SRI_LANKA/68/2013--EPI_ISL_161894--A_/_H3N2--11/13/2013","A/SRI_LANKA/68/2013--EPI_ISL_161894--A_/_H3N2--11/13/2013","11/13/2013"
"A/Singapore/EN019/2014--EPI_ISL_167816--A_/_H3N2--01/21/2014","A/Singapore/EN019/2014--EPI_ISL_167816--A_/_H3N2--01/21/2014","01/21/2014"
"A/Toulouse/2892/2013--EPI_ISL_153180--A_/_H3N2--11/28/2013","A/Toulouse/2892/2013--EPI_ISL_153180--A_/_H3N2--11/28/2013","11/28/2013"
"A/Singapore/G2-10.1/2013--EPI_ISL_399300--A_/_H3N2--12/23/2013","A/Singapore/G2-10.1/2013--EPI_ISL_399300--A_/_H3N2--12/23/2013","12/23/2013"
"A/Segovia/81/2014--EPI_ISL_158855--A_/_H3N2--01/16/2014","A/Segovia/81/2014--EPI_ISL_158855--A_/_H3N2--01/16/2014","01/16/2014"
"A/Ankara/4084/2013--EPI_ISL_156895--A_/_H3N2--12/20/2013","A/Ankara/4084/2013--EPI_ISL_156895--A_/_H3N2--12/20/2013","12/20/2013"
"A/Erzurum/4165/2013--EPI_ISL_156904--A_/_H3N2--12/26/2013","A/Erzurum/4165/2013--EPI_ISL_156904--A_/_H3N2--12/26/2013","12/26/2013"
"A/Netherlands/2249/2013--EPI_ISL_153711--A_/_H3N2--12/05/2013","A/Netherlands/2249/2013--EPI_ISL_153711--A_/_H3N2--12/05/2013","12/05/2013"
"A/Erzurum/6/2014--EPI_ISL_155896--A_/_H3N2--01/02/2014","A/Erzurum/6/2014--EPI_ISL_155896--A_/_H3N2--01/02/2014","01/02/2014"
"A/Ukraine/6002/2013--EPI_ISL_155922--A_/_H3N2--12/14/2013","A/Ukraine/6002/2013--EPI_ISL_155922--A_/_H3N2--12/14/2013","12/14/2013"
"A/Ukraine/6002/2013--EPI_ISL_158857--A_/_H3N2--12/14/2013","A/Ukraine/6002/2013--EPI_ISL_158857--A_/_H3N2--12/14/2013","12/14/2013"
"A/YAMAGUCHI/39/2013--EPI_ISL_152904--A_/_H3N2--11/15/2013","A/YAMAGUCHI/39/2013--EPI_ISL_152904--A_/_H3N2--11/15/2013","11/15/2013"
"A/AICHI/116/2013--EPI_ISL_148095--A_/_H3N2--06/06/2013","A/AICHI/116/2013--EPI_ISL_148095--A_/_H3N2--06/06/2013","06/06/2013"
"A/Nepal/1232B/2013--EPI_ISL_176582--A_/_H3N2--07/30/2013","A/Nepal/1232B/2013--EPI_ISL_176582--A_/_H3N2--07/30/2013","07/30/2013"
"A/Nepal/1229B/2013--EPI_ISL_176581--A_/_H3N2--07/29/2013","A/Nepal/1229B/2013--EPI_ISL_176581--A_/_H3N2--07/29/2013","07/29/2013"
"A/Nepal/944/2013--EPI_ISL_174831--A_/_H3N2--07/08/2013","A/Nepal/944/2013--EPI_ISL_174831--A_/_H3N2--07/08/2013","07/08/2013"
"A/HIROSHIMA/21/2013--EPI_ISL_158170--A_/_H3N2--11/27/2013","A/HIROSHIMA/21/2013--EPI_ISL_158170--A_/_H3N2--11/27/2013","11/27/2013"
"A/Myanmar/13M300/2013--EPI_ISL_173052--A_/_H3N2--08/22/2013","A/Myanmar/13M300/2013--EPI_ISL_173052--A_/_H3N2--08/22/2013","08/22/2013"
"A/TASMANIA/1/2012--EPI_ISL_121690--A_/_H3N2--02/20/2012","A/TASMANIA/1/2012--EPI_ISL_121690--A_/_H3N2--02/20/2012","02/20/2012"
"A/Dakar/01/2012--EPI_ISL_129066--A_/_H3N2--01/17/2012","A/Dakar/01/2012--EPI_ISL_129066--A_/_H3N2--01/17/2012","01/17/2012"
"A/Bursa/108/2011--EPI_ISL_107840--A_/_H3N2--11/22/2011","A/Bursa/108/2011--EPI_ISL_107840--A_/_H3N2--11/22/2011","11/22/2011"
"A/Ohio/76/2012--EPI_ISL_129550--A_/_H3N2--08/17/2012","A/Ohio/76/2012--EPI_ISL_129550--A_/_H3N2--08/17/2012","08/17/2012"
"A/Bangladesh/1621/2012--EPI_ISL_132113--A_/_H3N2--09/25/2012","A/Bangladesh/1621/2012--EPI_ISL_132113--A_/_H3N2--09/25/2012","09/25/2012"
"A/PERTH/317/2011--EPI_ISL_118608--A_/_H3N2--12/01/2011","A/PERTH/317/2011--EPI_ISL_118608--A_/_H3N2--12/01/2011","12/01/2011"
"A/Petrozavodsk/RII01/2012--EPI_ISL_113008--A_/_H3N2--02/02/2012","A/Petrozavodsk/RII01/2012--EPI_ISL_113008--A_/_H3N2--02/02/2012","02/02/2012"
"A/Petrozavodsk/1/2012--EPI_ISL_117480--A_/_H3N2--02/27/2012","A/Petrozavodsk/1/2012--EPI_ISL_117480--A_/_H3N2--02/27/2012","02/27/2012"
"A/Belgrade/449/2012--EPI_ISL_128021--A_/_H3N2--02/02/2012","A/Belgrade/449/2012--EPI_ISL_128021--A_/_H3N2--02/02/2012","02/02/2012"
"A/Ethiopia/93/2012--EPI_ISL_125907--A_/_H3N2--04/24/2012","A/Ethiopia/93/2012--EPI_ISL_125907--A_/_H3N2--04/24/2012","04/24/2012"
"A/Norway/1762/2011--EPI_ISL_96024--A_/_H3N2--07/21/2011","A/Norway/1762/2011--EPI_ISL_96024--A_/_H3N2--07/21/2011","07/21/2011"
"A/SAGA/1019/2012--EPI_ISL_113370--A_/_H3N2--01/24/2012","A/SAGA/1019/2012--EPI_ISL_113370--A_/_H3N2--01/24/2012","01/24/2012"
"A/Iowa/11/2011--EPI_ISL_100434--A_/_H3N2--11/17/2011","A/Iowa/11/2011--EPI_ISL_100434--A_/_H3N2--11/17/2011","11/17/2011"
"A/Iowa/06/2012--EPI_ISL_109753--A_/_H3N2--02/16/2012","A/Iowa/06/2012--EPI_ISL_109753--A_/_H3N2--02/16/2012","02/16/2012"
"A/OSAKA/110/2011--EPI_ISL_101336--A_/_H3N2--11/15/2011","A/OSAKA/110/2011--EPI_ISL_101336--A_/_H3N2--11/15/2011","11/15/2011"
"A/OSAKA/134/2011--EPI_ISL_103645--A_/_H3N2--12/06/2011","A/OSAKA/134/2011--EPI_ISL_103645--A_/_H3N2--12/06/2011","12/06/2011"
"A/KAGAWA/22/2012--EPI_ISL_121876--A_/_H3N2--02/13/2012","A/KAGAWA/22/2012--EPI_ISL_121876--A_/_H3N2--02/13/2012","02/13/2012"
"A/Japan/1655/2012--EPI_ISL_120856--A_/_H3N2--02/26/2012","A/Japan/1655/2012--EPI_ISL_120856--A_/_H3N2--02/26/2012","02/26/2012"
"A/South_Australia/1/2012--EPI_ISL_288815--A_/_H3N2--02/07/2012","A/South_Australia/1/2012--EPI_ISL_288815--A_/_H3N2--02/07/2012","02/07/2012"
"A/Cambodia/W1023343/2012--EPI_ISL_218472--A_/_H3N2--10/05/2012","A/Cambodia/W1023343/2012--EPI_ISL_218472--A_/_H3N2--10/05/2012","10/05/2012"
"A/Hong_Kong/5063/2011--EPI_ISL_103755--A_/_H3N2--12/19/2011","A/Hong_Kong/5063/2011--EPI_ISL_103755--A_/_H3N2--12/19/2011","12/19/2011"
"A/NEWCASTLE/181/2011--EPI_ISL_99746--A_/_H3N2--08/08/2011","A/NEWCASTLE/181/2011--EPI_ISL_99746--A_/_H3N2--08/08/2011","08/08/2011"
"A/Utah/12/2011--EPI_ISL_100450--A_/_H3N2--11/06/2011","A/Utah/12/2011--EPI_ISL_100450--A_/_H3N2--11/06/2011","11/06/2011"
"A/California/18/2012--EPI_ISL_109746--A_/_H3N2--01/18/2012","A/California/18/2012--EPI_ISL_109746--A_/_H3N2--01/18/2012","01/18/2012"
"A/Washington/29/2012--EPI_ISL_235243--A_/_H3N2--02/17/2012","A/Washington/29/2012--EPI_ISL_235243--A_/_H3N2--02/17/2012","02/17/2012"
"A/Alabama/02/2012--EPI_ISL_106107--A_/_H3N2--01/21/2012","A/Alabama/02/2012--EPI_ISL_106107--A_/_H3N2--01/21/2012","01/21/2012"
"A/Delaware/07/2012--EPI_ISL_121196--A_/_H3N2--04/21/2012","A/Delaware/07/2012--EPI_ISL_121196--A_/_H3N2--04/21/2012","04/21/2012"
"A/Alabama/03/2012--EPI_ISL_111410--A_/_H3N2--02/16/2012","A/Alabama/03/2012--EPI_ISL_111410--A_/_H3N2--02/16/2012","02/16/2012"
"A/SHIMANE/11837/2011--EPI_ISL_101956--A_/_H3N2--11/26/2011","A/SHIMANE/11837/2011--EPI_ISL_101956--A_/_H3N2--11/26/2011","11/26/2011"
"A/Haryana/9972/2012--EPI_ISL_161482--A_/_H3N2--12/07/2012","A/Haryana/9972/2012--EPI_ISL_161482--A_/_H3N2--12/07/2012","12/07/2012"
"A/Chhattisgarh/9873/2012--EPI_ISL_161478--A_/_H3N2--10/26/2012","A/Chhattisgarh/9873/2012--EPI_ISL_161478--A_/_H3N2--10/26/2012","10/26/2012"
"A/Delhi/9971/2012--EPI_ISL_161481--A_/_H3N2--12/07/2012","A/Delhi/9971/2012--EPI_ISL_161481--A_/_H3N2--12/07/2012","12/07/2012"
"A/Haryana/9932/2012--EPI_ISL_161480--A_/_H3N2--11/20/2012","A/Haryana/9932/2012--EPI_ISL_161480--A_/_H3N2--11/20/2012","11/20/2012"
"A/Delhi/9874/2012--EPI_ISL_161479--A_/_H3N2--10/29/2012","A/Delhi/9874/2012--EPI_ISL_161479--A_/_H3N2--10/29/2012","10/29/2012"
"A/India/1240/2012--EPI_ISL_125911--A_/_H3N2--01/30/2012","A/India/1240/2012--EPI_ISL_125911--A_/_H3N2--01/30/2012","01/30/2012"
"A/Singapore/GP1726/2011--EPI_ISL_122952--A_/_H3N2--11/11/2011","A/Singapore/GP1726/2011--EPI_ISL_122952--A_/_H3N2--11/11/2011","11/11/2011"
"A/Singapore/GP1935/2011--EPI_ISL_122966--A_/_H3N2--12/30/2011","A/Singapore/GP1935/2011--EPI_ISL_122966--A_/_H3N2--12/30/2011","12/30/2011"
"A/OSAKA/107/2011--EPI_ISL_101335--A_/_H3N2--11/14/2011","A/OSAKA/107/2011--EPI_ISL_101335--A_/_H3N2--11/14/2011","11/14/2011"
"A/IWATE/44/2012--EPI_ISL_122209--A_/_H3N2--04/18/2012","A/IWATE/44/2012--EPI_ISL_122209--A_/_H3N2--04/18/2012","04/18/2012"
"A/NIIGATA-C/80/2012--EPI_ISL_128335--A_/_H3N2--05/13/2012","A/NIIGATA-C/80/2012--EPI_ISL_128335--A_/_H3N2--05/13/2012","05/13/2012"
"A/KUMAMOTO/49/2012--EPI_ISL_121872--A_/_H3N2--02/22/2012","A/KUMAMOTO/49/2012--EPI_ISL_121872--A_/_H3N2--02/22/2012","02/22/2012"
"A/KOCHI/4/2012--EPI_ISL_111425--A_/_H3N2--01/16/2012","A/KOCHI/4/2012--EPI_ISL_111425--A_/_H3N2--01/16/2012","01/16/2012"
"A/Jakarta/FLUEJKSV0033/2012--EPI_ISL_235210--A_/_H3N2--02/13/2012","A/Jakarta/FLUEJKSV0033/2012--EPI_ISL_235210--A_/_H3N2--02/13/2012","02/13/2012"
"A/OSAKA/132/2011--EPI_ISL_121210--A_/_H3N2--12/05/2011","A/OSAKA/132/2011--EPI_ISL_121210--A_/_H3N2--12/05/2011","12/05/2011"
"A/WAKAYAMA/127/2012--EPI_ISL_121201--A_/_H3N2--02/01/2012","A/WAKAYAMA/127/2012--EPI_ISL_121201--A_/_H3N2--02/01/2012","02/01/2012"
